facility_id,facility_name,address,city,state,zip_code,county,phone,hospital_type,hospital_ownership,emergency_services,birthing_friendly,overall_rating,readm_group_measure_count,readm_n_measures,readm_n_better,readm_n_no_different,readm_n_worse,overall_rating_footnote,readm_group_footnote,pt_exp_group_footnote,pt_exp_group_measure_count,pt_exp_n_measures,census_region,edac_30_hf_score,edac_30_hf_compared,edac_30_hf_denominator,edac_30_hf_lower,edac_30_hf_higher,edac_30_hf_footnote,edac_30_pn_score,edac_30_pn_compared,edac_30_pn_denominator,edac_30_pn_lower,edac_30_pn_higher,edac_30_pn_footnote,readm_30_ami_score,readm_30_ami_compared,readm_30_ami_denominator,readm_30_ami_lower,readm_30_ami_higher,readm_30_ami_footnote,readm_30_copd_score,readm_30_copd_compared,readm_30_copd_denominator,readm_30_copd_lower,readm_30_copd_higher,readm_30_copd_footnote,readm_30_hf_score,readm_30_hf_compared,readm_30_hf_denominator,readm_30_hf_lower,readm_30_hf_higher,readm_30_hf_footnote,readm_30_pn_score,readm_30_pn_compared,readm_30_pn_denominator,readm_30_pn_lower,readm_30_pn_higher,readm_30_pn_footnote,h_comp_1_linear_score,h_comp_1_linear_score_n_surveys,h_comp_1_star_rating,h_comp_1_star_rating_n_surveys,h_hsp_rating_linear_score,h_hsp_rating_linear_score_n_surveys,h_hsp_rating_star_rating,h_hsp_rating_star_rating_n_surveys,h_star_rating,h_star_rating_n_surveys,edv_score,edv_footnote,op_18b_score,op_18b_footnote
010099,D W MCMILLAN MEMORIAL HOSPITAL,1301 BELLEVILLE AVENUE,BREWTON,AL,36426,ESCAMBIA,(251) 867-8061,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Yes,1,11,4,0,3,1,,,,15,15,South,102.1,More days than average per 100 discharges,36,21.5,213.6,,27.4,Average days per 100 discharges,51,-16.9,91.4,,,Number of cases too small,,,,1,19.5,No different than the national rate,26,16.8,22.6,,,Number of cases too small,,,,1,16.7,No different than the national rate,62,14.3,19.5,,,90,,90,,90,,90,,90,Low,,166.0,
010100,THOMAS HOSPITAL,750 MORPHY AVENUE,FAIRHOPE,AL,36532,BALDWIN,(251) 928-2375,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Yes,2,11,9,1,6,2,,,,15,15,South,15.3,Average days per 100 discharges,347,-35.1,93.3,,26.5,Average days per 100 discharges,393,-17.7,95.3,,13.7,No different than the national rate,205,11.4,16.3,,19.2,No different than the national rate,147,16.5,22.3,,21.9,No different than the national rate,555,19.3,25.2,,17.6,No different than the national rate,619,15.2,20.1,,91,582,3,582,88,582,3,582,3,582,Medium,,188.0,
010101,CITIZENS BAPTIST MEDICAL CENTER,604 STONE AVENUE,TALLADEGA,AL,35160,TALLADEGA,(256) 761-4542,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,1,11,4,0,3,1,,,,15,15,South,0.4,Average days per 100 discharges,32,-51.5,76.6,,51.6,Average days per 100 discharges,55,-9.3,136.9,,,Number of cases too small,,,,1,19.2,No different than the national rate,37,16.4,22.3,,21.0,No different than the national rate,96,18.5,23.8,,18.0,No different than the national rate,124,15.6,20.7,,96,149,5,149,92,149,4,149,4,149,Low,,118.0,
010103,PRINCETON BAPTIST MEDICAL CENTER,701 PRINCETON AVENUE SOUTHWEST,BIRMINGHAM,AL,35211,JEFFERSON,(205) 783-3800,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,3,11,9,1,7,1,,,,15,15,South,-39.1,Average days per 100 discharges,235,-75.7,13.3,,44.0,Average days per 100 discharges,132,-10.5,120.2,,15.6,No different than the national rate,312,13.2,18.4,,20.7,No different than the national rate,170,17.5,24.3,,21.0,No different than the national rate,624,18.5,23.9,,19.4,No different than the national rate,418,16.7,22.4,,90,931,3,931,86,931,3,931,3,931,Medium,,164.0,
010104,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,BIRMINGHAM,AL,35243,JEFFERSON,(205) 971-1000,Acute Care Hospitals,Proprietary,Yes,Yes,3,11,11,1,6,4,,,,15,15,South,8.5,Average days per 100 discharges,637,-43.2,90.2,,19.9,Average days per 100 discharges,548,-22.7,83.4,,13.6,No different than the national rate,363,11.5,15.9,,19.9,No different than the national rate,296,17.0,23.3,,21.0,No different than the national rate,1004,18.5,23.8,,18.8,No different than the national rate,958,16.2,21.6,,90,2127,3,2127,88,2127,3,2127,3,2127,Very high,,174.0,
010108,PRATTVILLE BAPTIST HOSPITAL,124 S MEMORIAL DR,PRATTVILLE,AL,36067,AUTAUGA,(334) 361-4267,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,3,11,5,1,4,0,,,,15,15,South,-16.4,Average days per 100 discharges,151,-60.0,40.8,,13.1,Average days per 100 discharges,189,-29.0,72.1,,,Number of cases too small,,,,1,19.6,No different than the national rate,173,16.8,22.9,,21.4,No different than the national rate,206,18.8,24.4,,17.2,No different than the national rate,307,14.9,19.9,,93,459,4,459,90,459,4,459,4,459,Medium,,204.0,
010110,BULLOCK COUNTY HOSPITAL,102 WEST CONECUH AVENUE,UNION SPRINGS,AL,36089,BULLOCK,(334) 738-2140,Acute Care Hospitals,Proprietary,Yes,,,11,,,,,16,5,5,15,,South,,,,,,5,,,,,,7,,,,,,5,,,,,,5,,,,,,5,,,,,,5,,,,,,,,,,,,5,,5
010112,WHITFIELD REGIONAL HOSPITAL,105 HIGHWAY 80 EAST,DEMOPOLIS,AL,36732,MARENGO,(334) 289-4000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,2,11,5,0,4,1,,,,15,15,South,72.7,More days than average per 100 discharges,37,6.9,166.6,,-24.4,Average days per 100 discharges,72,-52.7,20.1,,,Number of cases too small,,,,1,19.4,No different than the national rate,38,16.5,22.8,,22.0,No different than the national rate,67,19.2,25.1,,16.5,No different than the national rate,105,14.2,19.1,,89,116,2,116,83,116,2,116,3,116,Low,,119.0,
010113,MOBILE INFIRMARY MEDICAL CENTER,5 MOBILE INFIRMARY CIRCLE,MOBILE,AL,36607,MOBILE,(251) 435-4700,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Yes,2,11,11,0,8,3,,,,15,15,South,56.6,Average days per 100 discharges,398,-8.3,149.5,,42.9,Average days per 100 discharges,414,-7.3,114.2,,14.6,No different than the national rate,261,12.3,17.0,,20.0,No different than the national rate,381,17.1,23.2,,20.3,No different than the national rate,1012,17.7,23.2,,18.6,No different than the national rate,895,16.1,21.4,,90,1009,3,1009,85,1009,2,1009,3,1009,Medium,,185.0,
010114,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",995 9TH AVENUE SOUTHWEST,BESSEMER,AL,35022,JEFFERSON,(205) 481-7000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Yes,3,11,6,0,5,1,,,,15,15,South,43.5,Average days per 100 discharges,99,-22.3,132.6,,32.3,Average days per 100 discharges,188,-18.7,110.7,,14.0,No different than the national rate,32,11.9,16.5,,17.3,No different than the national rate,200,14.6,20.3,,21.3,No different than the national rate,308,18.7,24.3,,16.8,No different than the national rate,416,14.3,19.5,,89,919,2,919,89,919,4,919,3,919,Medium,,147.0,
010118,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,1015 MEDICAL CENTER PARKWAY,SELMA,AL,36701,DALLAS,(334) 418-4100,Acute Care Hospitals,Proprietary,Yes,Yes,2,11,5,0,4,1,,,,15,15,South,39.4,Average days per 100 discharges,75,-15.5,117.1,,-20.5,Average days per 100 discharges,94,-53.5,27.7,,14.4,No different than the national rate,49,12.2,16.8,,20.8,No different than the national rate,80,17.8,24.1,,20.1,No different than the national rate,208,17.6,22.9,,17.4,No different than the national rate,193,15.1,20.1,,88,305,2,305,81,305,2,305,2,305,Medium,,164.0,
010125,LAKELAND COMMUNITY HOSPITAL,42024 HIGHWAY 195 E,HALEYVILLE,AL,35565,WINSTON,(205) 485-7117,Acute Care Hospitals,Proprietary,Yes,,3,11,4,0,4,0,,,,15,10,South,-33.7,Average days per 100 discharges,48,-63.2,11.0,,-5.4,Average days per 100 discharges,132,-33.7,34.8,,,Number of cases too small,,,,1,19.7,No different than the national rate,112,16.5,23.5,,21.1,No different than the national rate,53,18.4,24.2,,15.7,No different than the national rate,113,13.5,18.3,,,77,,77,,77,,77,,77,Low,,96.0,
010126,TROY REGIONAL MEDICAL CENTER,1330 HIGHWAY 231 SOUTH,TROY,AL,36081,PIKE,(334) 670-5000,Acute Care Hospitals,Government - Federal,Yes,,4,11,5,0,5,0,,,,15,15,South,-0.7,Average days per 100 discharges,45,-41.2,59.1,,20.1,Average days per 100 discharges,52,-21.4,78.2,,,Number of cases too small,,,,1,19.3,No different than the national rate,39,16.2,22.9,,19.9,No different than the national rate,73,17.4,22.6,,16.2,No different than the national rate,66,13.9,19.0,,93,149,4,149,91,149,4,149,4,149,Medium,,112.0,
010128,JACKSON MEDICAL CENTER,220 HOSPITAL DRIVE,JACKSON,AL,36545,CLARKE,(251) 246-9021,Acute Care Hospitals,Proprietary,Yes,,,11,2,0,2,0,16,,5,15,,South,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,,,,,5,19.6,No different than the national rate,26,16.7,23.0,,20.8,No different than the national rate,26,18.1,23.7,,,Number of cases too small,,,,1,,26,,26,,26,,26,,26,Low,,124.0,
010129,NORTH BALDWIN INFIRMARY,1815 HAND AVENUE,BAY MINETTE,AL,36507,BALDWIN,(251) 937-5521,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Yes,3,11,7,0,7,0,,,,15,15,South,17.8,Average days per 100 discharges,38,-30.8,86.0,,7.3,Average days per 100 discharges,55,-28.5,61.3,,,Number of cases too small,,,,1,20.2,No different than the national rate,57,17.2,23.6,,21.4,No different than the national rate,92,18.7,24.3,,17.0,No different than the national rate,117,14.8,19.6,,95,227,5,227,93,227,5,227,5,227,Low,,180.0,
010130,ST VINCENT'S ST CLAIR,7063 VETERANS PARKWAY,PELL CITY,AL,35125,ST. CLAIR,(205) 338-3301,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3,11,5,0,3,2,29,29,29,15,10,South,117.8,More days than average per 100 discharges,58,37.1,229.7,29,40.6,Average days per 100 discharges,131,-7.3,109.5,29,,Number of cases too small,,,,1,21.3,No different than the national rate,69,17.9,25.0,29,23.4,No different than the national rate,100,20.5,26.6,29,17.2,No different than the national rate,246,14.8,20.0,29,93,393,4,393,90,393,4,393,4,393,,5,154.0,
010131,CRESTWOOD MEDICAL CENTER,ONE HOSPITAL DR SE,HUNTSVILLE,AL,35801,MADISON,(256) 429-4000,Acute Care Hospitals,Proprietary,Yes,Yes,3,11,8,1,5,2,,,,15,15,South,65.1,Average days per 100 discharges,238,-1.6,158.7,,17.5,Average days per 100 discharges,392,-21.0,78.7,,14.7,No different than the national rate,191,12.5,17.2,,19.6,No different than the national rate,177,16.6,22.9,,22.0,No different than the national rate,324,19.2,24.9,,18.1,No different than the national rate,498,15.7,20.9,,89,859,2,859,84,859,2,859,2,859,High,,164.0,
010138,HILL HOSPITAL OF SUMTER COUNTY,751 DERBY DRIVE,YORK,AL,36925,SUMTER,(205) 392-5263,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,,11,,,,,16,5,5,15,,South,,,,,,5,,,,,,5,,,,,,5,,,,,,5,,,,,,5,,,,,,5,,,,,,,,,,,Low,,141.0,
010139,BAPTIST HEALTH BROOKWOOD HOSPITAL,2010 BROOKWOOD MEDICAL CENTER DRIVE,BIRMINGHAM,AL,35209,JEFFERSON,(205) 877-1000,Acute Care Hospitals,Proprietary,Yes,Yes,3,11,8,0,8,0,,,,15,15,South,18.2,Average days per 100 discharges,152,-33.6,93.5,,-2.9,Average days per 100 discharges,177,-38.2,48.2,,14.2,No different than the national rate,162,12.1,16.8,,19.7,No different than the national rate,79,16.8,22.9,,22.4,No different than the national rate,285,19.8,25.4,,17.7,No different than the national rate,338,15.4,20.3,,87,988,2,988,81,988,2,988,2,988,Medium,,158.0,
010144,SPRINGHILL MEDICAL CENTER,3719 DAUPHIN STREET,MOBILE,AL,36608,MOBILE,(251) 460-5220,Acute Care Hospitals,Proprietary,Yes,Yes,3,11,9,0,7,2,,,,15,15,South,65.8,Average days per 100 discharges,217,-1.7,169.9,,33.9,Average days per 100 discharges,236,-13.8,109.0,,13.9,No different than the national rate,150,11.8,16.4,,21.0,No different than the national rate,183,18.1,24.5,,22.3,No different than the national rate,530,19.5,25.2,,15.8,No different than the national rate,559,13.6,18.2,,89,1425,2,1425,88,1425,3,1425,3,1425,High,,147.0,
010148,EVERGREEN MEDICAL CENTER,101 CRESTVIEW AVENUE,EVERGREEN,AL,36401,CONECUH,(251) 578-2480,Acute Care Hospitals,Proprietary,Yes,,3,11,5,1,4,0,,,,15,10,South,-34.4,Fewer days than average per 100 discharges,53,-57.9,-1.0,,13.4,Average days per 100 discharges,72,-16.7,59.5,,,Number of cases too small,,,,1,19.2,No different than the national rate,72,16.1,22.7,,20.8,No different than the national rate,69,18.0,23.7,,18.1,No different than the national rate,121,15.6,21.1,,94,109,5,109,91,109,4,109,4,109,Low,,118.0,
010149,BAPTIST MEDICAL CENTER EAST,400 TAYLOR ROAD,MONTGOMERY,AL,36117,MONTGOMERY,(334) 244-8330,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Yes,4,11,6,0,4,2,,,,15,15,South,8.8,Average days per 100 discharges,315,-45.1,89.7,,-3.0,Average days per 100 discharges,270,-39.9,46.2,,14.3,No different than the national rate,28,12.1,16.8,,20.0,No different than the national rate,125,17.1,23.2,,21.8,No different than the national rate,472,19.1,24.9,,16.9,No different than the national rate,382,14.6,19.5,,92,1158,4,1158,89,1158,4,1158,3,1158,High,,239.0,
01014F,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,(205) 933-4515,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,4,11,6,1,5,0,,,,15,10,South,-26.8,Average days per 100 discharges,646,-69.6,36.6,,38.5,Average days per 100 discharges,286,-12.5,118.6,,15.3,No different than the national rate,40,12.8,18.1,,20.3,No different than the national rate,194,17.2,23.9,,21.0,No different than the national rate,453,18.4,23.7,,18.1,No different than the national rate,185,15.6,21.0,,93,850,4,850,91,850,4,850,4,850,,,,
010150,THE HEALTH CARE AUTHORITY OF THE CITY OF GREENVILLE- LV STABLER HOSPITAL,29 L V STABLER DRIVE,GREENVILLE,AL,36037,BUTLER,(334) 382-2200,Acute Care Hospitals,Proprietary,Yes,,,11,2,0,2,0,16,,5,15,,South,,Number of cases too small,,,,1,118.7,More days than average per 100 discharges,27,47.8,211.4,,,Number of cases too small,,,,1,,Number of cases too small,,,,1,21.6,No different than the national rate,33,18.8,24.7,,18.2,No different than the national rate,53,15.8,21.2,,,64,,64,,64,,64,,64,Low,,115.0,
010157,NORTH ALABAMA SHOALS HOSPITAL,201 WEST AVALON AVENUE,MUSCLE SHOALS,AL,35661,COLBERT,(256) 386-1601,Acute Care Hospitals,Proprietary,Yes,,,11,2,0,2,0,16,,,15,5,South,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,,,,,5,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,40,,40,,40,,40,,40,Low,,103.0,
010158,RUSSELLVILLE HOSPITAL,15155 HIGHWAY 43,RUSSELLVILLE,AL,35653,FRANKLIN,(256) 332-1611,Acute Care Hospitals,Proprietary,Yes,,4,11,6,0,6,0,,,,15,5,South,,Number of cases too small,,,,1,29.5,Average days per 100 discharges,106,-11.3,89.4,,,Number of cases too small,,,,1,20.3,No different than the national rate,36,17.2,23.6,,,Number of cases too small,,,,1,18.1,No different than the national rate,119,15.5,21.1,,85,107,1,107,86,107,3,107,3,107,Low,,101.0,
010164,COOSA VALLEY MEDICAL CENTER,315 W HICKORY ST,SYLACAUGA,AL,35150,TALLADEGA,(256) 249-5000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Yes,3,11,8,0,6,2,,,,15,15,South,3.4,Average days per 100 discharges,69,-42.7,69.9,,35.7,Average days per 100 discharges,109,-11.0,101.8,,,Number of cases too small,,,,1,19.9,No different than the national rate,131,16.7,23.4,,21.0,No different than the national rate,117,18.4,24.0,,17.5,No different than the national rate,201,15.0,20.5,,91,299,3,299,87,299,3,299,3,299,Medium,,124.0,
010168,JACK HUGHSTON MEMORIAL HOSPITAL,4401 RIVER CHASE DRIVE,PHENIX CITY,AL,36867,RUSSELL,(334) 732-3000,Acute Care Hospitals,Government - State,Yes,,4,11,4,1,3,0,,,,15,15,South,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,94,594,5,594,93,594,5,594,4,594,Low,,129.0,
010169,ATMORE COMMUNITY HOSPITAL,401 MEDICAL PARK DRIVE,ATMORE,AL,36502,ESCAMBIA,(251) 368-2500,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,3,11,3,0,2,1,,,5,15,,South,45.6,Average days per 100 discharges,28,-11.9,131.0,,32.4,Average days per 100 discharges,31,-5.0,82.9,,,Number of cases too small,,,,1,19.8,No different than the national rate,25,16.7,23.1,,21.3,No different than the national rate,27,18.6,24.1,,17.5,No different than the national rate,43,14.9,20.3,,,49,,49,,49,,49,,49,Low,,126.0,
010173,ST VINCENT'S CHILTON,2030 LAY DAM ROAD,CLANTON,AL,35045,CHILTON,(205) 258-4400,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,,11,3,0,3,0,16,29,5,15,,South,,Number of cases too small,,,,1,-29.3,Fewer days than average per 100 discharges,40,-47.6,-3.7,29,,,,,,5,,Number of cases too small,,,,1,21.5,No different than the national rate,31,18.7,24.6,29,16.2,No different than the national rate,70,13.9,18.9,29,96,103,5,103,96,103,5,103,5,103,,5,164.0,
01019F,VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY,215 PERRY HILL ROAD,MONTGOMERY,AL,36109,MONTGOMERY,(334) 260-4100,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,4,11,4,1,3,0,,,,15,10,South,-41.0,Average days per 100 discharges,123,-74.0,7.7,,18.0,Average days per 100 discharges,106,-23.6,75.8,,,Number of cases too small,,,,1,20.0,No different than the national rate,75,17.0,23.7,,21.4,No different than the national rate,85,18.7,24.5,,18.0,No different than the national rate,72,15.4,20.8,,93,165,4,165,90,165,4,165,4,165,,,,
01021F,TUSCALOOSA VA MEDICAL CENTER,3701 LOOP ROAD EAST,TUSCALOOSA,AL,35404,TUSCALOOSA,(205) 554-2000,Acute Care - Veterans Administration,Veterans Health Administration,No,,,11,,,,,16,5,5,15,,South,,,,,,5,,,,,,5,,,,,,5,,,,,,5,,,,,,5,,,,,,5,,,,,,,,,,,,,,
010779,BULLOCK COUNTY HOSPITAL,102 WEST CONECUH AVENUE,UNION SPRINGS,AL,36089,BULLOCK,(334) 738-2140,Rural Emergency Hospital,Proprietary,Yes,,,,,,,,19,19,19,,,South,,,,,,19,,,,,,19,,,,,,19,,,,,,19,,,,,,19,,,,,,19,,,,,,,,,,,,19,,19
010780,EAMC - LANIER,4800 48TH STREET,VALLEY,AL,36854,CHAMBERS,(334) 756-9180,Rural Emergency Hospital,Government - Hospital District or Authority,Yes,,,,,,,,19,19,19,,,South,,,,,,19,,,,,,19,,,,,,19,,,,,,19,,,,,,19,,,,,,19,,,,,,,,,,,,19,,19
010781,J PAUL JONES HOSPITAL,317 MCWILLIAMS AVENUE,CAMDEN,AL,36726,WILCOX,(334) 682-4131,Rural Emergency Hospital,Government - Local,Yes,,,,,,,,19,19,19,,,South,,,,,,19,,,,,,19,,,,,,19,,,,,,19,,,,,,19,,,,,,19,,,,,,,,,,,,19,,19
011300,WASHINGTON COUNTY HOSPITAL,14600 ST. STEPHENS AVENUE,CHATOM,AL,36518,WASHINGTON,(251) 847-2223,Critical Access Hospitals,Government - Local,Yes,,,11,1,0,1,0,16,,5,15,,South,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,,,,,5,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,37,,37,,37,,37,,37,,5,,5
011302,RED BAY HOSPITAL,211 HOSPITAL ROAD,RED BAY,AL,35582,FRANKLIN,(256) 356-9532,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,11,2,1,1,0,16,,5,15,,South,,Number of cases too small,,,,1,-33.3,Fewer days than average per 100 discharges,30,-56.1,-0.2,,,,,,,7,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,71,,71,,71,,71,,71,Low,,131.0,
011304,OCHSNER CHOCTAW GENERAL,"401 VANITY FAIR LANE, PO BOX 618",BUTLER,AL,36904,CHOCTAW,(205) 459-9100,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,11,,,,,16,5,5,15,,South,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,,,,,5,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,32,,32,,32,,32,,32,Low,,119.0,
011305,ST VINCENTS BLOUNT,150 GILBREATH DRIVE,ONEONTA,AL,35121,BLOUNT,(205) 274-3000,Critical Access Hospitals,Voluntary non-profit - Private,No,,,11,3,0,3,0,16,,5,15,,South,11.0,Average days per 100 discharges,26,-32.5,77.1,,-9.1,Average days per 100 discharges,48,-40.3,40.5,,,,,,,5,19.5,No different than the national rate,38,16.5,22.9,,21.3,No different than the national rate,70,18.4,24.2,,16.6,No different than the national rate,101,14.1,19.4,,,,,,,,,,,,Low,,132.0,
011306,TANNER MEDICAL CENTER-EAST ALABAMA,1032 MAIN STREET SOUTH,WEDOWEE,AL,36278,RANDOLPH,(256) 357-2111,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,11,3,0,2,1,16,,5,15,,South,,Number of cases too small,,,,1,9.3,Average days per 100 discharges,36,-20.9,57.4,,,,,,,5,,Number of cases too small,,,,1,,Number of cases too small,,,,1,16.7,No different than the national rate,48,14.2,19.6,,,35,,35,,35,,35,,35,Low,,96.0,
011307,MEDICAL CENTER BARBOUR,820 W WASHINGTON ST,EUFAULA,AL,36027,BARBOUR,(334) 688-7271,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,11,,,,,5,5,5,15,,South,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,22.5,No different than the national rate,36,19.7,25.5,,17.8,No different than the national rate,58,15.2,20.8,,,,,,,,,,,,Low,,157.0,
011308,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,AL,36049,CRENSHAW,(334) 335-3374,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,11,,,,,5,5,5,15,,South,,,,,,5,,Number of cases too small,,,,1,,,,,,5,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,Number of cases too small,,,,1,,,,,,,,,,,,5,108.0,3
011309,WIREGRASS MEDICAL CENTER,1200 W MAPLE AVENUE,GENEVA,AL,36340,GENEVA,(334) 684-3655,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,11,,,,,5,5,5,15,,South,,,,,,5,,,,,,5,,,,,,5,,,,,,5,,,,,,5,,,,,,5,,,,,,,,,,,,5,59.0,3
011311,LAKELAND COMMUNITY HOSPITAL,42024 HIGHWAY 195 E,HALEYVILLE,AL,35565,WINSTON,(205) 485-7117,Critical Access Hospitals,Proprietary,Yes,,,,,,,,5,5,5,,,South,,,,,,5,,,,,,5,,,,,,5,,,,,,5,,,,,,5,,,,,,5,,,,,,,,,,,,5,,5
013300,THE CHILDREN'S HOSPITAL OF ALABAMA,1600 SEVENTH AVENUE SOUTH,BIRMINGHAM,AL,35233,JEFFERSON,(205) 939-9100,Children's,Voluntary non-profit - Private,Yes,,,,,,,,19,19,19,,,South,,,,,,19,,,,,,19,,,,,,19,,,,,,19,,,,,,19,,,,,,19,,,,,,,,,,,,19,,19
013301,USA HEALTH CHILDREN'S & WOMEN'S HOSPITAL,1700 CENTER STREET,MOBILE,AL,36604,MOBILE,(251) 415-1000,Children's,Government - State,Yes,,,,,,,,19,19,19,,,South,,,,,,19,,,,,,19,,,,,,19,,,,,,19,,,,,,19,,,,,,19,,,,,,,,,,,,19,,19
014000,HILL CREST BEHAVIORAL HEALTH SERVICES,6869 FIFTH AVENUE SOUTH,BIRMINGHAM,AL,35212,JEFFERSON,(205) 833-9000,Psychiatric,Proprietary,No,,,,,,,,19,19,19,,,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
